Book;Chapter;Verse;Content
Proverbs;8;7;"for my mouth will utter truth;"
Proverbs;8;8;"All the words of my mouth are righteous;"
Proverbs;8;9;"They are all straight to him who understands,"
Proverbs;8;10;"Take my instruction instead of silver,"
Proverbs;8;11;"for wisdom is better than jewels,"
Proverbs;8;12;"“I, wisdom, dwell with prudence,"
Proverbs;8;13;"The fear of the Lord is hatred of evil."
Proverbs;8;14;"I have counsel and sound wisdom;"
Proverbs;8;15;"By me kings reign,"
Proverbs;8;16;"by me princes rule,"
Proverbs;8;17;"I love those who love me,"
Proverbs;8;18;"Riches and honor are with me,"
Proverbs;8;19;"My fruit is better than gold, even fine gold,"
Proverbs;8;20;"I walk in the way of righteousness,"
Proverbs;8;21;"granting an inheritance to those who love me,"
Proverbs;8;22;"“The Lord"
Proverbs;8;23;"Ages ago I was set up,"
Proverbs;8;24;"When there were no depths I was brought forth,"
Proverbs;8;25;"Before the mountains had been shaped,"
Proverbs;8;26;"before he had made the earth with its fields,"
Proverbs;8;27;"When he established the heavens, I was there;"
Proverbs;8;28;"when he made firm the skies above,"
Proverbs;8;29;"when he assigned to the sea its limit,"
Proverbs;8;30;"&nbsp;&nbsp;&nbsp;&nbsp;then I was beside him, like a master workman,"
Proverbs;8;31;"rejoicing in his inhabited world"
Proverbs;8;32;"“And now, O sons, listen to me:"
Proverbs;8;33;"Hear instruction and be wise,"
Proverbs;8;34;"Blessed is the one who listens to me,"
Proverbs;8;35;"For whoever finds me finds life"
Proverbs;8;36;"but he who fails to find me injures himself;"
Proverbs;9;9;"Wisdom has built her house;"
Proverbs;9;2;"She has slaughtered her beasts; she has mixed her wine;"
Proverbs;9;3;"She has sent out her young women to call"
Proverbs;9;4;"“Whoever is simple, let him turn in here!”"
Proverbs;9;5;"“Come, eat of my bread"
Proverbs;9;6;"Leave your simple ways, and live,"
Proverbs;9;7;"Whoever corrects a scoffer gets himself abuse,"
Proverbs;9;8;"Do not reprove a scoffer, or he will hate you;"
Proverbs;9;9;"Give instruction to a wise man, and he will be still wiser;"
Proverbs;9;10;"The fear of the Lord is the beginning of wisdom,"
Proverbs;9;11;"For by me your days will be multiplied,"
Proverbs;9;12;"If you are wise, you are wise for yourself;"
Proverbs;9;13;"The woman Folly is loud;"
Proverbs;9;14;"She sits at the door of her house;"
Proverbs;9;15;"calling to those who pass by,"
Proverbs;9;16;"“Whoever is simple, let him turn in here!”"
Proverbs;9;17;"“Stolen water is sweet,"
Proverbs;9;18;"But he does not know that the dead are there,"
Proverbs;10;10;"The proverbs of Solomon."
Proverbs;10;2;"Treasures gained by wickedness do not profit,"
Proverbs;10;3;"The Lord does not let the righteous go hungry,"
Proverbs;10;4;"A slack hand causes poverty,"
Proverbs;10;5;"He who gathers in summer is a prudent son,"
Proverbs;10;6;"Blessings are on the head of the righteous,"
Proverbs;10;7;"The memory of the righteous is a blessing,"
Proverbs;10;8;"The wise of heart will receive commandments,"
Proverbs;10;9;"Whoever walks in integrity walks securely,"
Proverbs;10;10;"Whoever winks the eye causes trouble,"
Proverbs;10;11;"The mouth of the righteous is a fountain of life,"
Proverbs;10;12;"Hatred stirs up strife,"
Proverbs;10;13;"On the lips of him who has understanding, wisdom is found,"
Proverbs;10;14;"The wise lay up knowledge,"
Proverbs;10;15;"A rich man's wealth is his strong city;"
Proverbs;10;16;"The wage of the righteous leads to life,"
Proverbs;10;17;"Whoever heeds instruction is on the path to life,"
Proverbs;10;18;"The one who conceals hatred has lying lips,"
Proverbs;10;19;"When words are many, transgression is not lacking,"
Proverbs;10;20;"The tongue of the righteous is choice silver;"
Proverbs;10;21;"The lips of the righteous feed many,"
Proverbs;10;22;"The blessing of the Lord makes rich,"
Proverbs;10;23;"Doing wrong is like a joke to a fool,"
Proverbs;10;24;"What the wicked dreads will come upon him,"
Proverbs;10;25;"When the tempest passes, the wicked is no more,"
Proverbs;10;26;"Like vinegar to the teeth and smoke to the eyes,"
Proverbs;10;27;"The fear of the Lord prolongs life,"
Proverbs;10;28;"The hope of the righteous brings joy,"
Proverbs;10;29;"The way of the Lord is a stronghold to the blameless,"
Proverbs;10;30;"The righteous will never be removed,"
Proverbs;10;31;"The mouth of the righteous brings forth wisdom,"
Proverbs;10;32;"The lips of the righteous know what is acceptable,"
Proverbs;11;11;"A false balance is an abomination to the Lord,"
Proverbs;11;2;"When pride comes, then comes disgrace,"
Proverbs;11;3;"The integrity of the upright guides them,"
Proverbs;11;4;"Riches do not profit in the day of wrath,"
Proverbs;11;5;"The righteousness of the blameless keeps his way straight,"
Proverbs;11;6;"The righteousness of the upright delivers them,"
Proverbs;11;7;"When the wicked dies, his hope will perish,"
Proverbs;11;8;"The righteous is delivered from trouble,"
Proverbs;11;9;"With his mouth the godless man would destroy his neighbor,"
Proverbs;11;10;"When it goes well with the righteous, the city rejoices,"
Proverbs;11;11;"By the blessing of the upright a city is exalted,"
Proverbs;11;12;"Whoever belittles his neighbor lacks sense,"
Proverbs;11;13;"Whoever goes about slandering reveals secrets,"
Proverbs;11;14;"Where there is no guidance, a people falls,"
Proverbs;11;15;"Whoever puts up security for a stranger will surely suffer harm,"
Proverbs;11;16;"A gracious woman gets honor,"
Proverbs;11;17;"A man who is kind benefits himself,"
Proverbs;11;18;"The wicked earns deceptive wages,"
Proverbs;11;19;"Whoever is steadfast in righteousness will live,"
Proverbs;11;20;"Those of crooked heart are an abomination to the Lord,"
Proverbs;11;21;"Be assured, an evil person will not go unpunished,"
Proverbs;11;22;"Like a gold ring in a pig's snout"
Proverbs;11;23;"The desire of the righteous ends only in good,"
Proverbs;11;24;"One gives freely, yet grows all the richer;"
Proverbs;11;25;"Whoever brings blessing will be enriched,"
Proverbs;11;26;"The people curse him who holds back grain,"
Proverbs;11;27;"Whoever diligently seeks good seeks favor,"
Proverbs;11;28;"Whoever trusts in his riches will fall,"
Proverbs;11;29;"Whoever troubles his own household will inherit the wind,"
Proverbs;11;30;"The fruit of the righteous is a tree of life,"
Proverbs;11;31;"If the righteous is repaid on earth,"
Proverbs;12;12;"Whoever loves discipline loves knowledge,"
Proverbs;12;2;"A good man obtains favor from the Lord,"
Proverbs;12;3;"No one is established by wickedness,"
Proverbs;12;4;"An excellent wife is the crown of her husband,"
Proverbs;12;5;"The thoughts of the righteous are just;"
Proverbs;12;6;"The words of the wicked lie in wait for blood,"
Proverbs;12;7;"The wicked are overthrown and are no more,"
Proverbs;12;8;"A man is commended according to his good sense,"
Proverbs;12;9;"Better to be lowly and have a servant"
Proverbs;12;10;"Whoever is righteous has regard for the life of his beast,"
Proverbs;12;11;"Whoever works his land will have plenty of bread,"
Proverbs;12;12;"Whoever is wicked covets the spoil of evildoers,"
Proverbs;12;13;"An evil man is ensnared by the transgression of his lips,"
Proverbs;12;14;"From the fruit of his mouth a man is satisfied with good,"
Proverbs;12;15;"The way of a fool is right in his own eyes,"
Proverbs;12;16;"The vexation of a fool is known at once,"
Proverbs;12;17;"Whoever speaks the truth gives honest evidence,"
Proverbs;12;18;"There is one whose rash words are like sword thrusts,"
Proverbs;12;19;"Truthful lips endure forever,"
Proverbs;12;20;"Deceit is in the heart of those who devise evil,"
Proverbs;12;21;"No ill befalls the righteous,"
Proverbs;12;22;"Lying lips are an abomination to the Lord,"
Proverbs;12;23;"A prudent man conceals knowledge,"
Proverbs;12;24;"The hand of the diligent will rule,"
Proverbs;12;25;"Anxiety in a man's heart weighs him down,"
Proverbs;12;26;"One who is righteous is a guide to his neighbor,"
Proverbs;12;27;"Whoever is slothful will not roast his game,"
Proverbs;12;28;"In the path of righteousness is life,"
Proverbs;13;13;"A wise son hears his father's instruction,"
Proverbs;13;2;"From the fruit of his mouth a man eats what is good,"
Proverbs;13;3;"Whoever guards his mouth preserves his life;"
Proverbs;13;4;"The soul of the sluggard craves and gets nothing,"
Proverbs;13;5;"The righteous hates falsehood,"
Proverbs;13;6;"Righteousness guards him whose way is blameless,"
Proverbs;13;7;"One pretends to be rich, yet has nothing;"
Proverbs;13;8;"The ransom of a man's life is his wealth,"
Proverbs;13;9;"The light of the righteous rejoices,"
Proverbs;13;10;"By insolence comes nothing but strife,"
Proverbs;13;11;"Wealth gained hastily will dwindle,"
Proverbs;13;12;"Hope deferred makes the heart sick,"
Proverbs;13;13;"Whoever despises the word brings destruction on himself,"
Proverbs;13;14;"The teaching of the wise is a fountain of life,"
Proverbs;13;15;"Good sense wins favor,"
Proverbs;13;16;"Every prudent man acts with knowledge,"
Proverbs;13;17;"A wicked messenger falls into trouble,"
Proverbs;13;18;"Poverty and disgrace come to him who ignores instruction,"
Proverbs;13;19;"A desire fulfilled is sweet to the soul,"
Proverbs;13;20;"Whoever walks with the wise becomes wise,"
Proverbs;13;21;"Disaster pursues sinners,"
Proverbs;13;22;"A good man leaves an inheritance to his children's children,"
Proverbs;13;23;"The fallow ground of the poor would yield much food,"
Proverbs;13;24;"Whoever spares the rod hates his son,"
Proverbs;13;25;"The righteous has enough to satisfy his appetite,"
Proverbs;14;14;"The wisest of women builds her house,"
Proverbs;14;2;"Whoever walks in uprightness fears the Lord,"
Proverbs;14;3;"By the mouth of a fool comes a rod for his back,"
Proverbs;14;4;"Where there are no oxen, the manger is clean,"
Proverbs;14;5;"A faithful witness does not lie,"
Proverbs;14;6;"A scoffer seeks wisdom in vain,"
Proverbs;14;7;"Leave the presence of a fool,"
Proverbs;14;8;"The wisdom of the prudent is to discern his way,"
Proverbs;14;9;"Fools mock at the guilt offering,"
Proverbs;14;10;"The heart knows its own bitterness,"
Proverbs;14;11;"The house of the wicked will be destroyed,"
Proverbs;14;12;"There is a way that seems right to a man,"
Proverbs;14;13;"Even in laughter the heart may ache,"
Proverbs;14;14;"The backslider in heart will be filled with the fruit of his ways,"
Proverbs;14;15;"The simple believes everything,"
Proverbs;14;16;"One who is wise is cautious and turns away from evil,"
Proverbs;14;17;"A man of quick temper acts foolishly,"
Proverbs;14;18;"The simple inherit folly,"
Proverbs;14;19;"The evil bow down before the good,"
Proverbs;14;20;"The poor is disliked even by his neighbor,"
Proverbs;14;21;"Whoever despises his neighbor is a sinner,"
Proverbs;14;22;"Do they not go astray who devise evil?"
Proverbs;14;23;"In all toil there is profit,"
Proverbs;14;24;"The crown of the wise is their wealth,"
Proverbs;14;25;"A truthful witness saves lives,"
Proverbs;14;26;"In the fear of the Lord one has strong confidence,"
Proverbs;14;27;"The fear of the Lord is a fountain of life,"
Proverbs;14;28;"In a multitude of people is the glory of a king,"
Proverbs;14;29;"Whoever is slow to anger has great understanding,"
Proverbs;14;30;"A tranquil heart gives life to the flesh,"
Proverbs;14;31;"Whoever oppresses a poor man insults his Maker,"
Proverbs;14;32;"The wicked is overthrown through his evildoing,"
Proverbs;14;33;"Wisdom rests in the heart of a man of understanding,"
Proverbs;14;34;"Righteousness exalts a nation,"
Proverbs;14;35;"A servant who deals wisely has the king's favor,"
Proverbs;15;15;"A soft answer turns away wrath,"
Proverbs;15;2;"The tongue of the wise commends knowledge,"
Proverbs;15;3;"The eyes of the Lord are in every place,"
Proverbs;15;4;"A gentle tongue is a tree of life,"
Proverbs;15;5;"A fool despises his father's instruction,"
Proverbs;15;6;"In the house of the righteous there is much treasure,"
Proverbs;15;7;"The lips of the wise spread knowledge;"
Proverbs;15;8;"The sacrifice of the wicked is an abomination to the Lord,"
Proverbs;15;9;"The way of the wicked is an abomination to the Lord,"
Proverbs;15;10;"There is severe discipline for him who forsakes the way;"
Proverbs;15;11;"Sheol and Abaddon lie open before the Lord;"
Proverbs;15;12;"A scoffer does not like to be reproved;"
Proverbs;15;13;"A glad heart makes a cheerful face,"
Proverbs;15;14;"The heart of him who has understanding seeks knowledge,"
Proverbs;15;15;"All the days of the afflicted are evil,"
Proverbs;15;16;"Better is a little with the fear of the Lord"
Proverbs;15;17;"Better is a dinner of herbs where love is"
Proverbs;15;18;"A hot-tempered man stirs up strife,"
Proverbs;15;19;"The way of a sluggard is like a hedge of thorns,"
Proverbs;15;20;"A wise son makes a glad father,"
Proverbs;15;21;"Folly is a joy to him who lacks sense,"
Proverbs;15;22;"Without counsel plans fail,"
Proverbs;15;23;"To make an apt answer is a joy to a man,"
Proverbs;15;24;"The path of life leads upward for the prudent,"
Proverbs;15;25;"The Lord tears down the house of the proud"
Proverbs;15;26;"The thoughts of the wicked are an abomination to the Lord,"
Proverbs;15;27;"Whoever is greedy for unjust gain troubles his own household,"
Proverbs;15;28;"The heart of the righteous ponders how to answer,"
Proverbs;15;29;"The Lord is far from the wicked,"
